AgencyName,OrganizationName,PositionTitle,PositionStatus,AppointmentTypeDescription,ExpirationDate,LevelGradePay,Location,IncumbentFirstName,IncumbentLastName,PaymentPlanDescription,Tenure,IncumbentBeginDate,IncumbentVacateDate
SOCIAL SECURITY ADMINISTRATION,OFFICE OF QUALITY REVIEW,DEPUTY ASSOCIATE COMMISSIONER FOR QUALITY REVIEW,Filled,CA,,"$205,136","WOODLAWN, MD",BETTY,FERGUSON,ES,,,
SOCIAL SECURITY ADMINISTRATION,"OFFICE OF RESEARCH, DEMONSTRATION, AND EMPLOYMENT SUPPORT","ASSOCIATE COMMISSIONER FOR RESEARCH, DEMONSTRATION, AND EMPLOYMENT SUPPORT",Filled,CA,,,"WOODLAWN, MD",SUSAN,WILSCHKE,ES,,4/9/2023 12:00:00 AM,3/8/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,"OFFICE OF RESEARCH, EVALUATION AND STATISTICS","ASSOCIATE COMMISSIONER FOR RESEARCH, EVALUATION AND STATISTICS",Filled,CA,,,"Washington, DC",NATALIE,LU,ES,,11/5/2023 12:00:00 AM,2/28/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,"OFFICE OF RESEARCH, EVALUATION AND STATISTICS","DEPUTY ASSOCIATE COMMISSIONER FOR RESEARCH, EVALUATION, AND STATISTICS",Filled,CA,,,"Washington, DC",LAURA,KENEALLY,ES,,6/17/2024 12:00:00 AM,2/28/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF RETIREMENT AND DISABILITY POLICY,ASSISTANT DEPUTY COMMISSIONER FOR RETIREMENT AND DISABILITY POLICY,Filled,CA,,,"WOODLAWN, MD",STEPHEN,EVANGELISTA,ES,,5/13/2018 12:00:00 AM,4/26/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF RETIREMENT AND DISABILITY POLICY,DEPUTY COMMISSIONER FOR RETIREMENT AND DISABILITY POLICY,Filled,CA,,,"WOODLAWN, MD",STEPHEN,EVANGELISTA,ES,,2/11/2024 12:00:00 AM,3/9/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF SECURITY AND EMERGENCY PREPAREDNESS,DEPUTY ASSOCIATE COMMISSIONER FOR SECURITY AND EMERGENCY PREPAREDNESS,Filled,CA,,,"WOODLAWN, MD",DAWN,MCCROBIE,ES,,1/12/2025 12:00:00 AM,3/8/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF STRATEGIC AND DIGITAL COMMUNICATIONS,ASSOCIATE COMMISSIONER FOR STRATEGIC AND DIGITAL COMMUNICATIONS,Filled,CA,,,"WOODLAWN, MD",DAWN,BYSTRY,ES,,2/25/2024 12:00:00 AM,4/20/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,"OFFICE OF STRATEGY, LEARNING, AND WORKFORCE DEVELOPMENT","ASSOCIATE COMMISSIONER FOR STRATEGY, LEARNING, AND WORKFORCE DEVELOPMENT",Filled,CA,,,"WOODLAWN, MD",CRAIG,BEDARD,ES,,5/19/2024 12:00:00 AM,3/7/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,"OFFICE OF STRATEGY, LEARNING, AND WORKFORCE DEVELOPMENT","DEPUTY ASSOCIATE COMMISSIONER FOR STRATEGY, LEARNING, AND WORKFORCE DEVELOPMENT",Filled,CA,,,"WOODLAWN, MD",CRAIG,BEDARD,ES,,7/4/2021 12:00:00 AM,3/8/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF SYSTEMS ARCHITECTURE,ASSOCIATE COMMISSIONER FOR SYSTEMS ARCHITECTURE,Vacant,CA,,,"WOODLAWN, MD",,,ES,,,
SOCIAL SECURITY ADMINISTRATION,OFFICE OF SYSTEMS ARCHITECTURE,ASSOCIATE COMMISSIONER FOR SYSTEMS ARCHITECTURE,Filled,CA,,,"WOODLAWN, MD",WILLIAM,PEARRE,ES,,3/13/2022 12:00:00 AM,4/9/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF SYSTEMS ARCHITECTURE,DEPUTY ASSOCIATE COMMISSIONER FOR SYSTEMS ARCHITECTURE,Filled,CA,,"$204,301","WOODLAWN, MD",JULIE,FINK,ES,,,
SOCIAL SECURITY ADMINISTRATION,OFFICE OF TELEPHONE SERVICES,ASSOCIATE COMMISSIONER FOR CUSTOMER SERVICE,Filled,CA,,,"WOODLAWN, MD",JOHN,CHAPPLE,ES,,11/17/2024 12:00:00 AM,3/8/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF TELEPHONE SERVICES,ASSOCIATE COMMISSIONER FOR TELEPHONE SERVICES,Filled,CA,,"$202,872","WOODLAWN, MD",JOHN,CHAPPLE,ES,,,
SOCIAL SECURITY ADMINISTRATION,OFFICE OF TELEPHONE SERVICES,DEPUTY ASSOCIATE COMMISSIONER FOR CUSTOMER SERVICE (PROCESSING CENTERS),Filled,CA,,,"WOODLAWN, MD",FRANCIS,BARRY,ES,,9/11/2022 12:00:00 AM,2/28/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE CHIEF INFORMATION OFFICER,CHIEF DATA OFFICER,Filled,CA,,"$196,000","WOODLAWN, MD",CHARLES,BORGES,ES,,1/26/2025 12:00:00 AM,6/16/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE CHIEF INFORMATION OFFICER,CHIEF DATA OFFICER,Filled,CA,,"$196,000","WOODLAWN, MD",CHARLES,BORGES,ES,,,
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE CHIEF INFORMATION OFFICER,CHIEF PROGRAM OFFICER (BENEFITS SYSTEMS MODERNIZATION),Vacant,CA,,,"WOODLAWN, MD",,,ES,,,
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE CHIEF INFORMATION OFFICER,CHIEF PROGRAM OFFICER (BENEFITS SYSTEMS MODERNIZATION),Filled,CA,,,"WOODLAWN, MD",SHEREE,MYERS,ES,,9/10/2023 12:00:00 AM,5/4/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE CHIEF INFORMATION OFFICER,DEPUTY CHIEF INFORMATION OFFICER (IMPLEMENTATION AND DELIVERY),Filled,CA,,"$219,237","WOODLAWN, MD",MICHELLE,MINTON,ES,,12/1/2024 12:00:00 AM,6/17/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE CHIEF INFORMATION OFFICER,DEPUTY CHIEF INFORMATION OFFICER (IMPLEMENTATION AND DELIVERY),Filled,CA,,"$219,237","WOODLAWN, MD",MICHELLE,MINTON,ES,,,
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE CHIEF INFORMATION OFFICER,DEPUTY CHIEF INFORMATION OFFICER (INFRASTRUCTURE),Filled,CA,,"$224,144","WOODLAWN, MD",WAYNE,LEMON,ES,,,
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE CHIEF INFORMATION OFFICER,DEPUTY CHIEF INFORMATION OFFICER (STRATEGY),Filled,CA,,"$224,461","WOODLAWN, MD",BRIAN,PELTIER,ES,,,
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE CHIEF INFORMATION OFFICER,DEPUTY COMMISSIONER FOR SYSTEMS/CHIEF INFORMATION OFFICER,Filled,NA,,"$195,200","WOODLAWN, MD",MICHAEL,RUSSO,ES,,,
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE CHIEF INFORMATION OFFICER,SENIOR ADVISOR TO THE CHIEF INFORMATION OFFICER,Filled,CA,,,"WOODLAWN, MD",RACHEL,DUMSER,ES,,1/1/2025 12:00:00 AM,8/30/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE CHIEF INFORMATION OFFICER,SENIOR ADVISOR TO THE DEPUTY COMMISSIONER FOR SYSTEMS,Filled,CA,,,"WOODLAWN, MD",STEPHANIE,HALL,ES,,5/21/2023 12:00:00 AM,2/28/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE CHIEF TECHNOLOGY OFFICER,CHIEF TECHNOLOGY OFFICER,Filled,CA,,"$214,415","WOODLAWN, MD",SUDHANSHU,SINHA,ES,,,
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE COMMISSIONER,CHIEF OF STAFF,Filled,CA,,"$214,415","WOODLAWN, MD",TIFFANY,FLICK,ES,,1/22/2025 12:00:00 AM,2/16/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE COMMISSIONER,CHIEF OF STAFF,Filled,CA,,"$225,700","WOODLAWN, MD",CHAD,POIST,ES,,,
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE COMMISSIONER,CHIEF OPERATING OFFICER,Filled,CA,,"$225,700","WOODLAWN, MD",DUSTIN,BROWN,ES,,,
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE COMMISSIONER,CHIEF PERFORMANCE OFFICER,Vacant,CA,,,"WOODLAWN, MD",,,ES,,,
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE COMMISSIONER,CHIEF PERFORMANCE OFFICER,Filled,CA,,,"WOODLAWN, MD",ADAM,KAVALSKY,ES,,10/20/2024 12:00:00 AM,1/25/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE COMMISSIONER,COMMISSIONER,Filled,PA,,I,"Washington, DC",MICHELLE,KING,EX,,1/21/2025 12:00:00 AM,2/16/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE COMMISSIONER,COMMISSIONER,Filled,PAS,,I,"Washington, DC",Frank,Bisignano,EX,,,
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE COMMISSIONER,COUNSELOR TO THE COMMISSIONER,Vacant,NA,,,"WOODLAWN, MD",,,ES,,,
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE COMMISSIONER,DEPUTY CHIEF OF STAFF,Vacant,CA,,,"Washington, DC",,,ES,,,
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE COMMISSIONER,DEPUTY CHIEF OF STAFF,Filled,CA,,,"Washington, DC",CHAD,POIST,ES,,1/22/2025 12:00:00 AM,5/3/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE COMMISSIONER,DEPUTY COMMISSIONER OF SOCIAL SECURITY,Vacant,PAS,,II,"Washington, DC",,,EX,,,
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE COMMISSIONER,"DIRECTOR, NATIVE AMERICAN PARTNERSHIPS",Filled,CA,,,"Washington, DC",BETTY,FERGUSON,ES,,5/5/2024 12:00:00 AM,2/22/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE COMMISSIONER,"MEMBER, SOCIAL SECURITY ADVISORY BOARD",Filled,XS,,$748,"Washington, DC",AMY,GINGRICH,OT,,,
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE COMMISSIONER,"MEMBER, SOCIAL SECURITY ADVISORY BOARD",Filled,XS,,$748,"Washington, DC",JAGADEESH,GOKHALE,OT,,,
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE COMMISSIONER,"MEMBER, SOCIAL SECURITY ADVISORY BOARD",Filled,PAS,,$748,"Washington, DC","ROBERT ",JOONDEPH,OT,,,
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE COMMISSIONER,SENIOR ADVISOR TO THE COMMISSIONER,Vacant,NA,,,"WOODLAWN, MD",,,ES,,,
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE COMMISSIONER,SENIOR ADVISOR TO THE COMMISSIONER,Filled,NA,,,"WOODLAWN, MD",MARK,STEFFENSEN,ES,,2/23/2025 12:00:00 AM,5/8/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE COMMISSIONER,SENIOR ADVISOR TO THE COMMISSIONER,Vacant,CA,,,"WOODLAWN, MD",,,ES,,,
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE COMMISSIONER,SENIOR ADVISOR TO THE COMMISSIONER,Filled,TA,,,"Washington, DC",CAROLYN,COLVIN,ES,,1/14/2024 12:00:00 AM,1/31/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE COMMISSIONER,SENIOR ADVISOR TO THE COMMISSIONER,Filled,NA,,,"WOODLAWN, MD",LISA,ALLEN,ES,,3/24/2024 12:00:00 AM,2/28/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE GENERAL COUNSEL,EXECUTIVE ADVISOR FOR FUTURE OPERATIONS,Filled,CA,,,"WOODLAWN, MD",VALECIA,STEWART,ES,,12/29/2024 12:00:00 AM,4/19/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE GENERAL COUNSEL,GENERAL COUNSEL,Filled,CA,,,"WOODLAWN, MD",TINA,WADDELL,ES,,2/12/2024 12:00:00 AM,2/11/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE GENERAL COUNSEL,GENERAL COUNSEL,Filled,CA,,,"WOODLAWN, MD",GRACE,KIM,ES,,2/12/2025 12:00:00 AM,3/29/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,ASSISTANT REGIONAL COMMISSIONER FOR MANAGEMENT AND OPERATIONS SUPPORT,Filled,CA,,,"ATLANTA, GA",GARY,STALEY,ES,,8/27/2023 12:00:00 AM,3/8/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,ASSISTANT REGIONAL COMMISSIONER FOR MANAGEMENT AND OPERATIONS SUPPORT,Filled,CA,,,"CHICAGO, IL",ELSA,CRUZ,ES,,10/8/2023 12:00:00 AM,3/8/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,ASSISTANT REGIONAL COMMISSIONER FOR MANAGEMENT AND OPERATIONS SUPPORT,Filled,CA,,,"SAN FRANCISCO, CA",ANA MARIA,PROFFIT,ES,,1/5/2020 12:00:00 AM,5/17/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,ASSISTANT REGIONAL COMMISSIONER FOR MANAGEMENT AND OPERATIONS SUPPORT,Filled,CA,,,"PHILADELPHIA, PA",ARLEN,SMITH,ES,,3/10/2024 12:00:00 AM,4/19/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,ASSISTANT REGIONAL COMMISSIONER FOR MANAGEMENT AND OPERATIONS SUPPORT,Filled,CA,,,"DALLAS, TX",JOSE,LOPEZ,ES,,9/22/2024 12:00:00 AM,4/16/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,ASSISTANT REGIONAL COMMISSIONER FOR MANAGEMENT AND OPERATIONS SUPPORT,Filled,CA,,,"BOSTON, MA",ALISON,SETO,ES,,1/26/2025 12:00:00 AM,4/19/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,ASSISTANT REGIONAL COMMISSIONER FOR MANAGEMENT AND OPERATIONS SUPPORT,Filled,CA,,,"SEATTLE, WA",VIKASH,CHHAGAN,ES,,1/22/2017 12:00:00 AM,2/28/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,ASSISTANT REGIONAL COMMISSIONER FOR PROCESSING CENTER OPERATIONS (ATLANTA),Filled,CA,,,"BIRMINGHAM, AL",BILLY,DONNER,ES,,8/25/2024 12:00:00 AM,3/8/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,ASSISTANT REGIONAL COMMISSIONER FOR PROCESSING CENTER OPERATIONS (CHICAGO),Filled,CA,,,"CHICAGO, IL",MARGARET,SLETTEN,ES,,11/17/2024 12:00:00 AM,3/8/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,ASSISTANT REGIONAL COMMISSIONER FOR PROCESSING CENTER OPERATIONS (KANSAS CITY),Filled,CA,,,"KANSAS CITY, MO",RANDOE,DICE,ES,,5/23/2021 12:00:00 AM,3/8/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,ASSISTANT REGIONAL COMMISSIONER FOR PROCESSING CENTER OPERATIONS (PHILADELPHIA),Filled,CA,,,"PHILADELPHIA, PA",PATRICK,ROBINSON,ES,,4/4/2019 12:00:00 AM,3/8/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,"DEPUTY REGIONAL COMMISSIONER, MIDWEST/WEST REGION",Filled,CA,,"$204,125","CHICAGO, IL",ELSA,CRUZ,ES,,,
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,"DEPUTY REGIONAL COMMISSIONER, NORTHEAST REGION",Filled,CA,,"$212,098","NEW YORK, NY",JOSEPH,CAFARO,ES,,,
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,"DEPUTY REGIONAL COMMISSIONER, REGION I",Filled,CA,,,"BOSTON, MA",ROBERTO,MEDINA,ES,,4/24/2022 12:00:00 AM,5/17/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,"DEPUTY REGIONAL COMMISSIONER, REGION II",Filled,CA,,,"NEW YORK NEW YORK, NY",JOSEPH,CAFARO,ES,,7/1/2024 12:00:00 AM,3/8/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,"DEPUTY REGIONAL COMMISSIONER, REGION IV",Filled,CA,,,"ATLANTA, GA",DARRELL,SHEFFIELD,ES,,8/27/2017 12:00:00 AM,3/8/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,"DEPUTY REGIONAL COMMISSIONER, REGION IX",Filled,CA,,,"SAN FRANCISCO, CA",YOLANDA,WHITAKER,ES,,10/23/2022 12:00:00 AM,5/17/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,"DEPUTY REGIONAL COMMISSIONER, REGION VI",Filled,CA,,,"DALLAS, TX",DEON,WILSON,ES,,2/26/2023 12:00:00 AM,2/28/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,"DEPUTY REGIONAL COMMISSIONER, REGION VII",Filled,CA,,,"KANSAS CITY, MO",TONYA,FREEMAN,ES,,10/26/2020 12:00:00 AM,2/28/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,"DEPUTY REGIONAL COMMISSIONER, REGION VIII",Filled,CA,,,"DENVER, CO",YOLANDA,BROWN,ES,,12/29/2024 12:00:00 AM,3/8/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,"DEPUTY REGIONAL COMMISSIONER, SOUTHEAST REGION",Filled,CA,,"$189,520","ATLANTA, GA",GARY,STALEY,ES,,,
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,"DEPUTY REGIONAL COMMISSIONER, SOUTHEAST REGION",Filled,CA,,"$192,000","DENVER, CO",YOLANDA,BROWN,ES,,,
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,REGIONAL COMMISSIONER REGION I,Filled,CA,,,"BOSTON, MA",ANATOLY,SHNAIDER,ES,,9/13/2020 12:00:00 AM,3/8/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,REGIONAL COMMISSIONER REGION II,Filled,CA,,,"NEW YORK NEW YORK, NY",RAYMOND,EGAN,ES,,7/7/2019 12:00:00 AM,2/28/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,REGIONAL COMMISSIONER REGION III,Filled,CA,,,"PHILADELPHIA, PA",LEEANN,STUEVER,ES,,1/1/2025 12:00:00 AM,2/28/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,REGIONAL COMMISSIONER REGION IV,Filled,CA,,,"ATLANTA, GA",ROSE MARY,BUEHLER,ES,,12/11/2016 12:00:00 AM,5/17/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,REGIONAL COMMISSIONER REGION V,Filled,CA,,,"CHICAGO, IL",RICARDO,LENOIR,ES,,5/5/2024 12:00:00 AM,2/28/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,REGIONAL COMMISSIONER REGION VI,Filled,CA,,,"DALLAS, TX",TRAVIS,DODSON,ES,,2/26/2023 12:00:00 AM,3/8/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,REGIONAL COMMISSIONER REGION VII,Vacant,CA,,,"KANSAS CITY, MO",,,ES,,,
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,REGIONAL COMMISSIONER REGION VII,Filled,CA,,,"KANSAS CITY, MO",LINDA,DAVIS,ES,,1/6/2019 12:00:00 AM,6/14/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,REGIONAL COMMISSIONER REGION X,Filled,CA,,,"SEATTLE, WA",HOWARD,BOWLES,ES,,9/24/2023 12:00:00 AM,2/28/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,"REGIONAL COMMISSIONER, NORTHEAST REGION",Filled,CA,,"$215,876","BOSTON, MA",ANATOLY,SHNAIDER,ES,,,
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,"REGIONAL COMMISSIONER, SOUTHEAST REGION",Filled,CA,,"$214,415","ATLANTA, GA",DARRELL,SHEFFIELD,ES,,,
SOCIAL SECURITY ADMINISTRATION,OFFICE OF THE REGIONAL COMMISSIONERS,"REGIONAL COMMISSIONER, SOUTHWEST REGION",Filled,CA,,"$217,252","DALLAS, TX",TRAVIS,DODSON,ES,,,
SOCIAL SECURITY ADMINISTRATION,OFFICE OF TRANSFORMATION,CHIEF TRANSFORMATION OFFICER,Filled,CA,,,"Washington, DC",ERIC,POWERS,ES,,1/22/2025 12:00:00 AM,3/5/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF TRANSFORMATION,CUSTOMER EXPERIENCE OFFICER,Filled,CA,,,"WOODLAWN, MD",KIMBERLY,SPARKS,ES,,7/2/2023 12:00:00 AM,3/19/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION,OFFICE OF TRANSFORMATION,DEPUTY CHIEF TRANSFORMATION OFFICER,Filled,CA,,,"WOODLAWN, MD",ERIC,POWERS,ES,,9/22/2024 12:00:00 AM,3/5/2025 12:00:00 AM
SOCIAL SECURITY ADMINISTRATION OFFICE OF THE INSPECTOR GENERAL,IMMEDIATE OFFICE OF THE INSPECTOR GENERAL,INSPECTOR GENERAL,Vacant,PAS,,III,"WOODLAWN, MD",,,EX,,,
SURFACE TRANSPORTATION BOARD,SURFACE TRANSPORTATION BOARD,BOARD MEMBER,Filled,PAS,12/31/2025 00:00:00,IV,"Washington, DC",KAREN,HEDLUND,EX,,,
SURFACE TRANSPORTATION BOARD,SURFACE TRANSPORTATION BOARD,BOARD MEMBER,Filled,PAS,12/31/2027 00:00:00,IV,"Washington, DC",ROBERT,PRIMUS,EX,,,
SURFACE TRANSPORTATION BOARD,SURFACE TRANSPORTATION BOARD,BOARD MEMBER,Vacant,PAS,,IV,"Washington, DC",,,EX,,,
SURFACE TRANSPORTATION BOARD,SURFACE TRANSPORTATION BOARD,BOARD MEMBER,Vacant,PAS,,IV,"Washington, DC",,,EX,,,
SURFACE TRANSPORTATION BOARD,SURFACE TRANSPORTATION BOARD,CHAIRMAN,Filled,PAS,01/14/2029 00:00:00,III,"Washington, DC",PATRICK,FUCHS,EX,,,
SURFACE TRANSPORTATION BOARD,SURFACE TRANSPORTATION BOARD,DIRECTOR OF PUBLIC ASST GOVERNMENT AFFAIRS AND COMPLIANCE,Filled,CA,,"$206,030","Washington, DC",JANIE,LEE,ES,,,
SURFACE TRANSPORTATION BOARD,SURFACE TRANSPORTATION BOARD,DIRECTOR OFFICE OF ENVIRONMENTAL ANALYSIS,Filled,CA,,"$213,882","Washington, DC",DANIELLE,GOSSELIN,ES,,,
SURFACE TRANSPORTATION BOARD,SURFACE TRANSPORTATION BOARD,"DIRECTOR, OFFICE OF ECONOMICS",Filled,CA,,"$221,400","Washington, DC",KRISTEN,MONACO,ES,,,
SURFACE TRANSPORTATION BOARD,SURFACE TRANSPORTATION BOARD,"DIRECTOR, OFFICE OF PASSENGER RAIL",Vacant,CA,,,"Washington, DC",,,ES,,,
SURFACE TRANSPORTATION BOARD,SURFACE TRANSPORTATION BOARD,"DIRECTOR, OFFICE OF PASSENGER RAIL",Filled,CA,,,"Washington, DC",NEIL,MOYER,ES,,4/21/2024 12:00:00 AM,5/3/2025 12:00:00 AM
SURFACE TRANSPORTATION BOARD,SURFACE TRANSPORTATION BOARD,GENERAL COUNSEL,Filled,CA,,"$203,414","Washington, DC",ANIKA,COOPER,ES,,,
SURFACE TRANSPORTATION BOARD,SURFACE TRANSPORTATION BOARD,VICE CHAIRMAN,Filled,PAS,01/10/2026 00:00:00,IV,"Washington, DC",MICHELLE,SCHULTZ,EX,,,
TENNESSEE VALLEY AUTHORITY,BOARD OF DIRECTORS,"CHAIR, BOARD OF DIRECTORS",Filled,PAS,05/18/2025 00:00:00,"$65,000","HUNTSVILLE, AL",JOE,RITCH,OT,5.0,,
TENNESSEE VALLEY AUTHORITY,BOARD OF DIRECTORS,DIRECTOR,Filled,PAS,05/18/2026 00:00:00,"$58,400","NASHVILLE, TN",BETH,GEER,OT,5.0,,
TENNESSEE VALLEY AUTHORITY,BOARD OF DIRECTORS,DIRECTOR,Filled,PAS,05/18/2024 00:00:00,"$59,548","NASHVILLE, TN",BETH,HARWELL,OT,5.0,,
TENNESSEE VALLEY AUTHORITY,BOARD OF DIRECTORS,DIRECTOR,Vacant,PAS,,,"CHATTANOOGA, TN",,,OT,5.0,,
TENNESSEE VALLEY AUTHORITY,BOARD OF DIRECTORS,DIRECTOR,Filled,PAS,05/18/2026 00:00:00,"$59,548","CHATTANOOGA, TN",ROBERT,KLEIN,OT,5.0,,
TENNESSEE VALLEY AUTHORITY,BOARD OF DIRECTORS,DIRECTOR,Filled,PAS,05/18/2026 00:00:00,"$59,548","MIDLOTHIAN, VA",LORI,MOORE,OT,5.0,,
TENNESSEE VALLEY AUTHORITY,BOARD OF DIRECTORS,DIRECTOR,Filled,PAS,05/18/2024 00:00:00,"$59,548","JOHNSON CITY, TN",BRIAN,NOLAND,OT,5.0,,
TENNESSEE VALLEY AUTHORITY,BOARD OF DIRECTORS,DIRECTOR,Filled,PAS,05/18/2027 00:00:00,"$58,400","ASHLAND, MS",WILLIAM,RENICK,OT,5.0,,
